plan,dist,statefips,state,black_alone,black_combo,pop,nh_white,hisp,seg_hisp,seg_nh_white,seg_nh_black,seg_black_alone,seg_black_combo
3421,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3421,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3421,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3422,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3422,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3422,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3422,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3422,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3422,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3422,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3423,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3423,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3423,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3423,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3423,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3423,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3423,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3424,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3424,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3424,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3424,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3424,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3424,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3424,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3425,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3425,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3425,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3425,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3425,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3425,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3425,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3426,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3426,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3426,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3426,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3426,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3426,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3426,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3427,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3427,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3427,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3427,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3427,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3427,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3427,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3428,4,01,AL,63634,71495,717644,575718,39197,-.82720989,13.595328,-12.08427,-12.156536,-12.427252
3428,5,01,AL,112098,123480,717170,485591,66049,1.8469806,-1.9471916,-.039780468,-.028768085,-.0068797832
3428,6,01,AL,117151,126367,718137,525744,36476,-.91225266,8.7060194,-7.7431793,-7.7712464,-7.6876316
3428,2,01,AL,155920,166504,719013,488700,32409,.43280745,10.980085,-11.061516,-11.107501,-11.163307
3428,3,01,AL,243137,253828,716821,397486,30406,.019508934,2.2558222,-2.7381039,-2.7243111,-2.6781397
3428,7,01,AL,287293,295904,715156,354971,36758,-.33028933,-2.7967389,3.5761297,3.5850573,3.6143303
3428,1,01,AL,316929,327158,720338,343141,22752,-1.057881,-11.486345,13.274328,13.322025,13.399514
3429,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3429,5,01,AL,111712,123006,718368,496472,58498,.72535902,-1.7524247,.72320515,.74590468,.83281583
3429,3,01,AL,123147,131710,719779,520057,37704,-.48051617,11.160564,-10.712355,-10.747594,-10.770881
3429,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3429,2,01,AL,204447,216130,716872,435704,33487,.33354878,7.739553,-8.1031084,-8.1131964,-8.0562792
3429,6,01,AL,281671,290099,716344,360631,37706,-.21314956,-2.7832346,3.4066715,3.4124408,3.4222383
3429,7,01,AL,315092,325081,716542,340577,27257,-.66276503,-5.5246711,6.9545403,6.9731312,7.0115547
3430,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3430,5,01,AL,111712,123006,718368,496472,58498,.72535902,-1.7524247,.72320515,.74590468,.83281583
3430,3,01,AL,123147,131710,719779,520057,37704,-.48051617,11.160564,-10.712355,-10.747594,-10.770881
3430,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3430,2,01,AL,204447,216130,716872,435704,33487,.33354878,7.739553,-8.1031084,-8.1131964,-8.0562792
3430,6,01,AL,281671,290099,716344,360631,37706,-.21314956,-2.7832346,3.4066715,3.4124408,3.4222383
3430,7,01,AL,315092,325081,716542,340577,27257,-.66276503,-5.5246711,6.9545403,6.9731312,7.0115547
3431,4,01,AL,61799,70000,717404,573637,43039,-.72489733,9.4402161,-7.9128146,-7.9702115,-8.178297
3431,5,01,AL,110542,121942,714614,488441,61289,1.2578205,-1.1739993,-.34892774,-.33927703,-.32263339
3431,3,01,AL,128824,137866,719777,518129,34921,-.50578243,10.637803,-9.7982407,-9.8439703,-9.8411121
3431,1,01,AL,195477,205314,720017,451590,26869,.00010057741,.24830626,-.027134819,-.026708746,-.04547181
3431,2,01,AL,208965,220689,714677,427704,32954,.32492772,6.743392,-7.3692966,-7.3768454,-7.3101072
3431,6,01,AL,283809,292431,718453,362495,35978,-.39817905,-2.1917918,3.0139594,3.0199966,3.0512431
3431,7,01,AL,306746,316494,719337,349355,28997,-.77600127,-4.3982573,5.6182156,5.6479554,5.6895013
3432,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3432,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3432,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3432,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3432,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3432,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3432,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3433,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3433,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3433,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3433,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3433,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3433,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3433,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3434,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3434,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3434,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3434,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3434,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3434,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3434,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3435,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3435,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3435,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3435,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3435,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3435,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3435,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3436,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3436,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3436,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3436,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3436,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3436,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3436,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3437,4,01,AL,61262,68502,718687,562804,57031,1.3791995,11.057746,-11.814183,-11.868181,-12.149081
3437,3,01,AL,124284,133595,720625,523662,33363,-1.239844,7.960259,-6.7146707,-6.7420163,-6.6684995
3437,5,01,AL,124954,137130,720833,493375,47613,-.43469337,.19582327,.2031541,.20141391,.24202701
3437,1,01,AL,184388,194252,716819,457258,27190,.037468147,.72991198,-.79279244,-.79630399,-.8020367
3437,2,01,AL,195036,206748,716852,445821,32414,.22820981,9.0338497,-9.4042492,-9.4124908,-9.344635
3437,6,01,AL,281354,289820,715298,358602,39189,-.012278182,-3.0107889,3.4379179,3.4456687,3.4625731
3437,7,01,AL,324884,334689,715165,329829,27247,-.78765607,-6.7399421,8.3555813,8.378089,8.3979321
3438,4,01,AL,50347,58031,716389,581407,47365,-.14588915,11.076001,-10.13768,-10.192727,-10.4262
3438,6,01,AL,104999,113176,720564,534947,38312,-.54638737,14.584225,-14.406087,-14.446122,-14.50784
3438,5,01,AL,123176,135263,714790,479203,57079,.87801677,-1.7526722,.62702495,.63186079,.70379436
3438,1,01,AL,194462,204139,717060,449829,26757,.022722835,.11963446,.062419992,.062725253,.031881627
3438,2,01,AL,212600,224543,721019,430800,32785,.25504881,7.0043082,-7.5219026,-7.5272088,-7.4459677
3438,3,01,AL,292410,302390,719472,369599,23460,-1.1136191,-4.6196647,6.5635905,6.580822,6.6099067
3438,7,01,AL,318168,327194,714985,325566,38289,-.17563346,-7.2073722,8.1025305,8.1157932,8.1914825
3439,4,01,AL,78770,88288,716409,550129,42996,-.67673898,7.1103115,-5.6920161,-5.7451572,-5.9240446
3439,5,01,AL,93968,104147,720660,517282,60845,1.1181905,1.5403731,-2.8155174,-2.812654,-2.819566
3439,3,01,AL,123673,132703,718172,521315,34829,-.57006836,11.02577,-10.247504,-10.294352,-10.280856
3439,1,01,AL,195496,205224,719945,451659,26953,.00057626388,.095285192,.13292937,.13146286,.10604151
3439,2,01,AL,205314,217064,715969,434009,33274,.29896745,8.0080166,-8.3602448,-8.372858,-8.3099775
3439,6,01,AL,283771,292432,714502,358548,36267,-.32536784,-2.4431603,3.1870496,3.1958053,3.2393501
3439,7,01,AL,315170,324878,718622,338409,28883,-.68300682,-6.0238662,6.9871593,7.0246325,7.048018
3440,4,01,AL,67473,75767,714948,551033,56794,.69314092,5.1167045,-5.1865797,-5.2260175,-5.399797
3440,5,01,AL,128666,141002,716722,491220,44396,-.6327669,-.55396533,1.2000667,1.211308,1.3110789
3440,3,01,AL,160367,170052,714537,482013,30452,-.3489103,10.199728,-9.9627867,-9.9869518,-9.9978495
3440,6,01,AL,178231,186438,719064,454064,44460,.65978926,9.0211859,-9.9446821,-9.9747,-10.009451
3440,1,01,AL,188713,198631,720837,456846,27192,.03696987,.33923641,-.37910774,-.38214335,-.38769463
3440,7,01,AL,279461,287992,719449,379506,30550,-1.1924853,-2.2496324,4.4002032,4.4093914,4.3909969
3440,2,01,AL,293251,304854,718722,356669,30203,-.046063986,-2.5213196,3.0153646,3.0265167,3.101562
3441,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3441,5,01,AL,111712,123006,718368,496472,58498,.72535902,-1.7524247,.72320515,.74590468,.83281583
3441,3,01,AL,164419,174917,717919,478578,32816,-.31963891,7.789011,-7.6033373,-7.6047654,-7.5573473
3441,7,01,AL,184099,192700,721036,462144,38617,-.13597259,7.630774,-7.1800771,-7.2056384,-7.236546
3441,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3441,6,01,AL,281670,290098,714321,358982,37393,-.23502925,-2.7869871,3.4252193,3.4312422,3.4440539
3441,2,01,AL,294169,305305,716261,357265,27328,-.33359173,-2.0581067,2.9222829,2.9222989,2.97491
3442,4,01,AL,61805,70192,719097,574761,43859,-.57555372,9.71731,-8.2659264,-8.3239727,-8.5248213
3442,5,01,AL,109835,121134,716815,493120,59730,.99869084,-1.0748074,-.20417427,-.1953284,-.17816257
3442,3,01,AL,123673,132703,718172,521315,34829,-.57006836,11.02577,-10.247504,-10.294352,-10.280856
3442,1,01,AL,195496,205224,719945,451659,26953,.00057626388,.095285192,.13292937,.13146286,.10604151
3442,2,01,AL,205314,217064,715969,434009,33274,.29896745,8.0080166,-8.3602448,-8.372858,-8.3099775
3442,6,01,AL,284869,293541,715659,358078,36519,-.29827097,-2.4577584,3.1588635,3.1667564,3.2088153
3442,7,01,AL,315170,324878,718622,338409,28883,-.68300682,-6.0238662,6.9871593,7.0246325,7.048018
3443,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3443,5,01,AL,111726,123043,721120,498958,58623,.71239769,-1.6628946,.64927584,.67140478,.75650424
3443,3,01,AL,123133,131673,717027,517571,37579,-.47210905,11.120085,-10.681894,-10.716782,-10.738669
3443,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3443,2,01,AL,204447,216130,716872,435704,33487,.33354878,7.739553,-8.1031084,-8.1131964,-8.0562792
3443,6,01,AL,281671,290099,716344,360631,37706,-.21314956,-2.7832346,3.4066715,3.4124408,3.4222383
3443,7,01,AL,315092,325081,716542,340577,27257,-.66276503,-5.5246711,6.9545403,6.9731312,7.0115547
3444,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3444,5,01,AL,111726,123043,721120,498958,58623,.71239769,-1.6628946,.64927584,.67140478,.75650424
3444,3,01,AL,123133,131673,717027,517571,37579,-.47210905,11.120085,-10.681894,-10.716782,-10.738669
3444,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3444,2,01,AL,204447,216130,716872,435704,33487,.33354878,7.739553,-8.1031084,-8.1131964,-8.0562792
3444,6,01,AL,281671,290099,716344,360631,37706,-.21314956,-2.7832346,3.4066715,3.4124408,3.4222383
3444,7,01,AL,315092,325081,716542,340577,27257,-.66276503,-5.5246711,6.9545403,6.9731312,7.0115547
3445,4,01,AL,70119,78819,718464,565519,42038,-.59827918,10.434122,-8.9235392,-8.9908686,-9.2249517
3445,5,01,AL,111726,123043,721120,498958,58623,.71239769,-1.6628946,.64927584,.67140478,.75650424
3445,3,01,AL,123133,131673,717027,517571,37579,-.47210905,11.120085,-10.681894,-10.716782,-10.738669
3445,1,01,AL,189974,199891,717910,452391,27357,.063909344,-.02327632,-.098121397,-.097207583,-.099512175
3445,2,01,AL,204447,216130,716872,435704,33487,.33354878,7.739553,-8.1031084,-8.1131964,-8.0562792
3445,6,01,AL,281671,290099,716344,360631,37706,-.21314956,-2.7832346,3.4066715,3.4124408,3.4222383
3445,7,01,AL,315092,325081,716542,340577,27257,-.66276503,-5.5246711,6.9545403,6.9731312,7.0115547
3446,4,01,AL,52255,59598,718349,566722,58328,.83951616,6.5092921,-7.0054598,-7.053721,-7.3209834
3446,6,01,AL,129014,137121,720906,515101,40142,.0296042,14.959318,-14.800419,-14.852016,-14.912626
3446,5,01,AL,136207,148941,714437,478657,46593,-.40026811,-1.4003063,1.8744017,1.8904765,2.0189791
3446,1,01,AL,190516,200216,715918,452356,26761,.035041839,.44834468,-.31239161,-.31671363,-.34230971
3446,3,01,AL,195804,207251,719265,450425,30877,-.23212114,6.2613335,-6.0023203,-6.0130849,-5.9356894
3446,7,01,AL,285508,294245,715415,357232,36039,-.40781629,-3.636102,4.4336305,4.4419951,4.4877682
3446,2,01,AL,306858,317364,719989,350858,25307,-.69728971,-3.9348483,5.1027813,5.128727,5.1634159
3447,4,01,AL,60053,67519,716788,559606,56515,.85566586,9.7163601,-10.032992,-10.089367,-10.385303
3447,5,01,AL,123130,134880,718788,498974,46207,-.27372032,-.13883583,.63430953,.634597,.68181556
3447,7,01,AL,173851,182421,717295,467378,38996,.0088634798,10.731698,-10.481987,-10.524824,-10.580793
3447,3,01,AL,185343,196265,715278,460498,28332,-1.1609555,2.5006208,-1.4728522,-1.4591182,-1.2922599
3447,1,01,AL,194646,204374,719153,451718,26959,-.0019875909,.13763171,.087118492,.08656428,.063188791
3447,2,01,AL,273347,284829,716703,371848,30763,.10591141,-.83387154,.89577687,.91083205,.97518229
3447,6,01,AL,285792,294448,720274,361329,36275,-.3668614,-2.7803411,3.5335231,3.5393,3.5682621
3448,4,01,AL,58775,66969,718191,573724,44948,-.35482645,11.055692,-9.7637997,-9.836359,-10.128058
3448,5,01,AL,113236,124752,720291,495725,58737,.79058081,-1.9777472,.79677546,.81921339,.92617095
3448,6,01,AL,121679,130027,720744,518650,36144,-.74438936,12.285721,-12.175454,-12.216603,-12.258981
3448,1,01,AL,185416,195281,715122,454419,27289,.059441909,.44733825,-.53764534,-.54137188,-.54502684
3448,3,01,AL,188492,200081,716054,450207,33790,.38178661,9.1141195,-9.5744143,-9.5912218,-9.5383854
3448,2,01,AL,309694,319607,716031,348829,25046,-.82397234,-4.5083585,6.2317452,6.2579665,6.2784615
3448,7,01,AL,318870,328019,717846,329797,38093,-.14101411,-7.1581397,8.2662544,8.2871227,8.376687
3449,4,01,AL,58775,66969,718191,573724,44948,-.35482645,11.055692,-9.7637997,-9.836359,-10.128058
3449,5,01,AL,113236,124752,720291,495725,58737,.79058081,-1.9777472,.79677546,.81921339,.92617095
3449,6,01,AL,121679,130027,720744,518650,36144,-.74438936,12.285721,-12.175454,-12.216603,-12.258981
3449,1,01,AL,185416,195281,715122,454419,27289,.059441909,.44733825,-.53764534,-.54137188,-.54502684
3449,3,01,AL,188492,200081,716054,450207,33790,.38178661,9.1141195,-9.5744143,-9.5912218,-9.5383854
3449,2,01,AL,309694,319607,716031,348829,25046,-.82397234,-4.5083585,6.2317452,6.2579665,6.2784615
3449,7,01,AL,318870,328019,717846,329797,38093,-.14101411,-7.1581397,8.2662544,8.2871227,8.376687
3450,4,01,AL,63749,71476,719874,576504,42524,-.37641859,13.154842,-11.838019,-11.908699,-12.184893
3450,5,01,AL,110494,121905,715858,489619,61354,1.2514224,-1.1571412,-.35794809,-.34850517,-.33163413
3450,3,01,AL,121561,130845,719771,526149,33112,-1.2632681,8.3965454,-7.0776286,-7.1035528,-7.0267596
3450,1,01,AL,187075,196994,718482,455796,27207,.047201313,.33818236,-.45788729,-.45778629,-.45898229
3450,2,01,AL,199695,211423,716178,439576,33304,.31011689,8.3861046,-8.779582,-8.7975836,-8.736742
3450,6,01,AL,286890,295567,717815,355899,39496,.022162843,-3.4403884,4.0118628,4.020597,4.0514469
3450,7,01,AL,326698,336526,716301,327808,27050,-.81634861,-6.4421067,7.7500081,7.7818065,7.8066649
3451,4,01,AL,58434,66601,719854,575838,45106,-.39112848,10.691768,-9.3053751,-9.3771887,-9.6771908
3451,5,01,AL,113201,124699,714811,490747,58593,.840877,-2.1447029,.90083593,.92428821,1.0405492
3451,3,01,AL,123673,132703,718172,521315,34829,-.57006836,11.02577,-10.247504,-10.294352,-10.280856
3451,1,01,AL,195496,205224,719945,451659,26953,.00057626388,.095285192,.13292937,.13146286,.10604151
3451,2,01,AL,205314,217064,715969,434009,33274,.29896745,8.0080166,-8.3602448,-8.372858,-8.3099775
3451,6,01,AL,284874,293567,716906,359374,36409,-.32218364,-2.3784442,3.1034677,3.1106937,3.1536953
3451,7,01,AL,315170,324878,718622,338409,28883,-.68300682,-6.0238662,6.9871593,7.0246325,7.048018
3452,4,01,AL,58434,66601,719854,575838,45106,-.39112848,10.691768,-9.3053751,-9.3771887,-9.6771908
3452,5,01,AL,113201,124699,714811,490747,58593,.840877,-2.1447029,.90083593,.92428821,1.0405492
3452,3,01,AL,123673,132703,718172,521315,34829,-.57006836,11.02577,-10.247504,-10.294352,-10.280856
3452,1,01,AL,195496,205224,719945,451659,26953,.00057626388,.095285192,.13292937,.13146286,.10604151
3452,2,01,AL,205314,217064,715969,434009,33274,.29896745,8.0080166,-8.3602448,-8.372858,-8.3099775
3452,6,01,AL,284874,293567,716906,359374,36409,-.32218364,-2.3784442,3.1034677,3.1106937,3.1536953
3452,7,01,AL,315170,324878,718622,338409,28883,-.68300682,-6.0238662,6.9871593,7.0246325,7.048018
3453,4,01,AL,80063,88168,716900,555816,42520,-.35934848,11.857678,-10.759977,-10.824693,-11.057732
3453,5,01,AL,110737,122169,718149,491627,61332,1.2216369,-1.0497938,-.41528031,-.40659678,-.39427996
3453,3,01,AL,117883,127238,716842,526028,33757,-1.1834651,8.293848,-7.1371059,-7.1631212,-7.0651364
3453,1,01,AL,189131,199000,715077,451465,27328,.074269637,.090198211,-.10439318,-.10254783,-.10605409
3453,2,01,AL,206586,218384,720472,437064,33334,.28145531,7.9914455,-8.30305,-8.3162613,-8.2562304
3453,6,01,AL,279568,287973,720588,365082,39561,-.031122662,-2.8005075,3.2485826,3.2527947,3.2538762
3453,7,01,AL,312194,321804,716251,344269,26215,-.84053302,-5.0909491,6.6821618,6.7064791,6.703197
3454,4,01,AL,80063,88168,716900,555816,42520,-.35934848,11.857678,-10.759977,-10.824693,-11.057732
3454,5,01,AL,110737,122169,718149,491627,61332,1.2216369,-1.0497938,-.41528031,-.40659678,-.39427996
3454,3,01,AL,117883,127238,716842,526028,33757,-1.1834651,8.293848,-7.1371059,-7.1631212,-7.0651364
3454,1,01,AL,189131,199000,715077,451465,27328,.074269637,.090198211,-.10439318,-.10254783,-.10605409
3454,2,01,AL,206586,218384,720472,437064,33334,.28145531,7.9914455,-8.30305,-8.3162613,-8.2562304
3454,6,01,AL,279568,287973,720588,365082,39561,-.031122662,-2.8005075,3.2485826,3.2527947,3.2538762
3454,7,01,AL,312194,321804,716251,344269,26215,-.84053302,-5.0909491,6.6821618,6.7064791,6.703197
3455,4,01,AL,80063,88168,716900,555816,42520,-.35934848,11.857678,-10.759977,-10.824693,-11.057732
3455,5,01,AL,110737,122169,718149,491627,61332,1.2216369,-1.0497938,-.41528031,-.40659678,-.39427996
3455,3,01,AL,117883,127238,716842,526028,33757,-1.1834651,8.293848,-7.1371059,-7.1631212,-7.0651364
3455,1,01,AL,189131,199000,715077,451465,27328,.074269637,.090198211,-.10439318,-.10254783,-.10605409
3455,2,01,AL,206586,218384,720472,437064,33334,.28145531,7.9914455,-8.30305,-8.3162613,-8.2562304
3455,6,01,AL,279568,287973,720588,365082,39561,-.031122662,-2.8005075,3.2485826,3.2527947,3.2538762
3455,7,01,AL,312194,321804,716251,344269,26215,-.84053302,-5.0909491,6.6821618,6.7064791,6.703197
3456,4,01,AL,80063,88168,716900,555816,42520,-.35934848,11.857678,-10.759977,-10.824693,-11.057732
3456,5,01,AL,110737,122169,718149,491627,61332,1.2216369,-1.0497938,-.41528031,-.40659678,-.39427996
3456,3,01,AL,117883,127238,716842,526028,33757,-1.1834651,8.293848,-7.1371059,-7.1631212,-7.0651364
3456,1,01,AL,189131,199000,715077,451465,27328,.074269637,.090198211,-.10439318,-.10254783,-.10605409
3456,2,01,AL,206586,218384,720472,437064,33334,.28145531,7.9914455,-8.30305,-8.3162613,-8.2562304
3456,6,01,AL,279568,287973,720588,365082,39561,-.031122662,-2.8005075,3.2485826,3.2527947,3.2538762
3456,7,01,AL,312194,321804,716251,344269,26215,-.84053302,-5.0909491,6.6821618,6.7064791,6.703197
3457,4,01,AL,80063,88168,716900,555816,42520,-.35934848,11.857678,-10.759977,-10.824693,-11.057732
3457,5,01,AL,110737,122169,718149,491627,61332,1.2216369,-1.0497938,-.41528031,-.40659678,-.39427996
3457,3,01,AL,117883,127238,716842,526028,33757,-1.1834651,8.293848,-7.1371059,-7.1631212,-7.0651364
3457,1,01,AL,189131,199000,715077,451465,27328,.074269637,.090198211,-.10439318,-.10254783,-.10605409
3457,2,01,AL,206586,218384,720472,437064,33334,.28145531,7.9914455,-8.30305,-8.3162613,-8.2562304
